,day,timestep,IND,AAA,BBB,CCC,DDD,ETF
75,2,75,100.57,197.44,283.59,249.88,144.75,218.97
76,2,76,100.53,197.48,284.27,249.56,144.82,219.08
77,2,77,100.52,197.67,284.02,248.64,144.76,218.82
78,2,78,100.45,197.75,283.78,248.4,144.99,218.77
79,2,79,100.35,197.95,284.36,248.89,144.86,219.06
80,2,80,100.28,197.8,284.73,248.76,144.82,219.06
81,2,81,100.33,198.3,284.19,248.45,144.28,218.84
82,2,82,100.34,198.18,283.61,249.14,144.14,218.8
83,2,83,100.34,197.72,283.52,248.51,143.9,218.43
84,2,84,100.43,197.93,284.03,248.47,143.79,218.58
85,2,85,100.42,197.92,284.71,248.28,143.89,218.74
86,2,86,100.55,198.41,284.95,248.28,144.1,218.97
87,2,87,100.5,198.02,285.62,248.98,144.03,219.19
88,2,88,100.53,198.03,285.3,249.92,143.98,219.33
89,2,89,100.64,198.46,283.61,249.66,144.2,219.01
90,2,90,100.63,198.47,284.16,249.4,144.29,219.11
91,2,91,100.62,198.51,284.65,250.18,144.31,219.44
92,2,92,100.58,198.19,284.94,250.37,144.1,219.43
93,2,93,100.53,197.86,284.52,250.48,144.18,219.3
94,2,94,100.4,197.58,284.83,249.36,144.15,219.02
95,2,95,100.37,197.91,285.58,249.25,144.32,219.3
96,2,96,100.33,198.03,285.91,249.79,144.83,219.68
97,2,97,100.34,198.38,286.16,249.76,145.09,219.9
98,2,98,100.28,198.17,285.21,250.84,144.88,219.83
99,2,99,100.27,198.2,285.59,250.87,145.55,220.09
100,2,100,100.14,198.03,286.39,251.62,145.66,220.46
101,2,101,100.12,197.76,286.49,250.32,145.63,220.1
102,2,102,100.02,197.37,285.8,250.81,145.56,219.94
103,2,103,100.07,197.78,285.26,251.19,145.27,219.93
104,2,104,99.93,197.63,284.95,250.59,145.62,219.75
105,2,105,99.77,197.47,284.86,248.98,145.81,219.32
106,2,106,99.72,197.39,284.52,249.3,146.17,219.4
107,2,107,99.71,197.14,284.7,248.71,145.94,219.18
108,2,108,99.73,197.06,284.04,248.2,145.94,218.87
109,2,109,99.79,197.18,284.78,247.93,146.13,219.06
110,2,110,99.79,197.07,285.8,248.31,145.85,219.32
111,2,111,99.8,197.11,286.07,248.19,145.99,219.4
112,2,112,99.83,197.11,286.32,247.15,146.01,219.21
113,2,113,99.97,197.59,286.25,247.82,146.35,219.55
114,2,114,99.94,197.49,287.18,247.44,146.08,219.59
115,2,115,99.83,197.12,287.72,246.26,145.87,219.29
116,2,116,99.91,197.5,287.62,247.1,145.65,219.51
117,2,117,100.05,197.97,286.34,247.1,146.24,219.45
118,2,118,100.15,197.87,286.28,246.73,146.3,219.35
119,2,119,100.21,198.08,286.84,247.26,146.68,219.76
120,2,120,100.28,198.26,286.43,247.84,146.55,219.82
121,2,121,100.36,198.35,287.37,248.42,146.41,220.19
122,2,122,100.33,198.12,288.04,247.82,146.17,220.08
123,2,123,100.3,198.28,288.14,246.94,146.17,219.92
124,2,124,100.21,198.5,288.34,247.66,146.67,220.33
125,2,125,100.14,198.27,288.88,248.25,146.93,220.62
126,2,126,100.21,198.82,289.72,248.11,147.16,220.98
127,2,127,100.1,198.78,291.01,247.92,147.67,221.36
128,2,128,100.27,198.9,290.94,248.2,148.12,221.56
129,2,129,100.29,199.16,291.28,247.84,148.54,221.72
130,2,130,100.28,199.11,291.15,248.26,148.78,221.84
131,2,131,100.15,198.56,291.48,247.72,148.64,221.61
132,2,132,100.14,198.42,290.88,247.76,148.83,221.47
133,2,133,100.12,198.06,291.12,247.84,148.4,221.35
134,2,134,100.25,198.63,291.45,246.44,148.7,221.31
135,2,135,100.28,198.67,290.99,246.34,148.78,221.19
136,2,136,100.37,198.08,290.23,246.35,149.15,220.94
137,2,137,100.43,198.27,291.22,245.33,149.02,220.96
138,2,138,100.58,198.91,291.55,246.15,148.72,221.34
139,2,139,100.41,198.67,292.45,247.13,148.12,221.59
140,2,140,100.57,198.83,291.84,247.46,149.07,221.8
141,2,141,100.71,199.3,291.43,248.57,149.25,222.13
142,2,142,100.68,199.43,291.79,248.17,149.32,222.16
143,2,143,100.82,200.02,291.64,249.31,149.22,222.53
144,2,144,100.98,200.09,291.94,249.08,148.87,222.47
145,2,145,101.05,199.76,293.45,249.15,149.33,222.9
146,2,146,101.09,199.76,293.45,250.15,149.56,223.2
147,2,147,101.25,200.44,294.83,250.32,149.85,223.83
148,2,148,101.29,200.73,294.71,250.68,149.87,223.97
149,2,149,101.33,200.64,294.99,251.3,150.08,224.23
150,2,150,101.39,200.67,294.95,250.94,150.12,224.16
151,2,151,101.25,200.55,296.12,251.61,150.34,224.65
152,2,152,101.36,201.06,296.46,251.4,150.1,224.75
153,2,153,101.44,201.05,296.6,252.23,150.28,225.04
154,2,154,101.46,201.25,296.05,251.89,150.08,224.82
155,2,155,101.56,201.55,296.44,251.23,150.36,224.9
156,2,156,101.56,201.48,297.15,251.25,150.3,225.05
157,2,157,101.68,201.79,296.37,251.64,150.23,225
158,2,158,101.73,201.87,297.65,251.5,150.21,225.29
159,2,159,101.86,202.1,297.25,251.65,149.82,225.18
160,2,160,101.81,202.5,298.13,251.37,150.38,225.57
161,2,161,101.73,202.22,299.11,251.29,149.81,225.58
162,2,162,101.81,201.89,298.95,251.21,149.51,225.36
163,2,163,101.89,201.94,298.9,250.83,149.71,225.31
164,2,164,101.85,202.19,300.4,250.72,149.77,225.74
165,2,165,101.85,202.15,300.26,251.48,149.99,225.93
166,2,166,101.7,201.83,301.29,251.94,149.52,226.1
167,2,167,101.65,201.59,301.51,252.33,149.62,226.24
168,2,168,101.65,201.85,301.16,251.99,150.28,226.3
169,2,169,101.64,201.8,300.4,251.7,150.4,226.06
170,2,170,101.7,201.47,300.7,252.54,150.33,226.24
171,2,171,101.5,200.81,300.86,252.93,150.61,226.28
172,2,172,101.56,201.31,301.14,252.82,150.61,226.45
173,2,173,101.61,201.25,301.77,252.88,150.9,226.68
174,2,174,101.54,201.08,301.66,253.46,151.31,226.84
175,2,175,101.71,201.53,301.97,253.7,151.31,227.08
176,2,176,101.61,201.31,302.51,253.03,151.16,226.95
177,2,177,101.69,201.69,303.44,252.11,151.15,227.03
178,2,178,101.7,201.83,303.65,252.2,151.61,227.24
179,2,179,101.63,201.3,303.97,252.62,151.79,227.34
180,2,180,101.63,200.96,303.82,252.67,151.8,227.23
181,2,181,101.72,201.41,304.22,252.31,151.45,227.26
182,2,182,101.77,201.9,303.5,251,151.46,226.87
183,2,183,101.74,201.87,303.22,251.04,151.83,226.88
184,2,184,101.91,202.5,303.59,250.53,151.78,226.98
185,2,185,101.93,202.3,304.47,252.02,151.69,227.51
186,2,186,101.98,202.37,304.03,252.39,150.99,227.32
187,2,187,101.85,202.06,303.7,252.08,151.05,227.1
188,2,188,101.81,201.98,303.52,252.47,151.1,227.14
189,2,189,101.78,201.9,303.71,252.12,151.58,227.2
190,2,190,101.78,201.79,304,251.64,151.58,227.13
191,2,191,101.73,201.69,303.86,251.33,151.74,227.03
192,2,192,101.83,202.18,304.28,251.66,151.97,227.39
193,2,193,101.91,202.81,303.52,252.16,151.94,227.48
194,2,194,101.97,202.56,303.58,252.39,152.16,227.54
195,2,195,101.83,202.24,303.17,252.35,152.25,227.37
196,2,196,101.79,201.94,303.4,251.65,152.24,227.19
197,2,197,101.86,202.02,303.67,252.77,152.86,227.71
198,2,198,101.79,202.1,303.54,252.32,153.02,227.62
199,2,199,101.82,202.25,303.72,252.86,152.71,227.76
200,2,200,101.75,202.15,303.4,252.72,152.47,227.56
201,2,201,101.83,202.04,303.39,252.92,152.4,227.55
202,2,202,101.94,201.84,304.58,252.79,151.87,227.63
203,2,203,101.9,201.98,303.97,254.5,151.91,227.96
204,2,204,101.86,202,303.4,255.13,151.94,227.99
205,2,205,101.84,202.2,303.94,254.99,151.67,228.07
206,2,206,101.9,202.27,304.16,253.36,151.95,227.8
207,2,207,101.92,202.89,303.75,253.27,151.81,227.78
208,2,208,102.18,203.49,304.09,253.83,151.66,228.13
209,2,209,102.13,203.62,303.89,253.74,151.9,228.15
210,2,210,102.09,203.32,305.06,254.08,152.47,228.58
211,2,211,102.25,203.34,305.24,254.86,152.88,228.93
212,2,212,102.4,203.66,305.01,256.25,152.56,229.22
213,2,213,102.35,203.4,305.06,256.19,152.86,229.23
214,2,214,102.38,203.53,305.19,256.77,152.74,229.41
215,2,215,102.43,203.55,305.38,256.46,152.86,229.42
216,2,216,102.33,203.41,305.98,257.33,153.09,229.81
217,2,217,102.3,203.21,305.16,258.63,152.75,229.81
218,2,218,102.39,203.54,304.69,258.31,153.33,229.83
219,2,219,102.33,203.16,305.16,258.5,152.89,229.79
220,2,220,102.26,202.9,305.1,259.16,152.82,229.84
221,2,221,102.33,203.15,304.91,258.91,152.9,229.82
222,2,222,102.35,203.18,304.59,258.23,152.83,229.56
223,2,223,102.49,203.8,304.98,258.16,152.91,229.81
224,2,224,102.55,203.94,305.66,258.32,153.09,230.09
225,2,225,102.47,204.05,304.02,258.55,152.85,229.71
226,2,226,102.33,203.44,303.84,258.71,152.59,229.49
227,2,227,102.17,202.95,304,258.8,152.04,229.29
228,2,228,102.19,203.28,303.07,258.78,152.17,229.16
229,2,229,102.24,202.82,303.09,258.51,152.22,229.01
230,2,230,102.21,202.5,303.19,258.87,152.37,229.09
231,2,231,102.14,202.56,303.14,259.47,152.61,229.32
232,2,232,102.12,202.35,304.33,259.77,152.35,229.57
233,2,233,102.14,202.59,304.02,259.89,152.41,229.59
234,2,234,101.99,201.89,303.97,258.7,152.04,229.01
235,2,235,101.96,201.81,304.01,258.77,151.57,228.91
236,2,236,101.97,201.61,303.57,258.94,151.96,228.88
237,2,237,101.99,202.16,304.58,258.68,151.89,229.19
238,2,238,102.12,202.54,304.55,259.03,151.69,229.31
239,2,239,102.16,202.72,304.9,258.95,151.73,229.44
240,2,240,102.19,203.16,304.62,257.55,151.77,229.12
241,2,241,102.18,203.08,305.14,258.89,152.4,229.74
242,2,242,102.22,202.89,305.43,258.51,152.81,229.78
243,2,243,102.38,203.15,305.77,257.53,152.54,229.62
244,2,244,102.24,202.83,305.47,256.72,153.09,229.4
245,2,245,102.26,203.08,305.39,256.24,152.72,229.24
246,2,246,102.2,202.58,305.92,256.17,153.29,229.37
247,2,247,102.14,202.47,305.62,255.85,152.79,229.06
248,2,248,102.16,202.66,305.45,256.29,152.85,229.2
249,2,249,102.09,202.19,305.12,256.45,153.09,229.09
250,2,250,102.07,202.15,304.88,257.17,152.92,229.17
251,2,251,102.02,202.15,303.75,258.04,153.24,229.2
252,2,252,101.96,202.6,303.75,257.58,153.25,229.2
253,2,253,102.08,203.17,303.83,256.82,153.11,229.12
254,2,254,102.14,203.43,304.32,255.56,153.07,228.98
255,2,255,102.25,203.8,305.04,254.97,153.5,229.22
256,2,256,102.34,203.99,304.13,255.67,153.16,229.14
257,2,257,102.41,204.4,303.82,255.27,153.11,229.05
258,2,258,102.38,204.19,303.51,254.32,153.11,228.68
259,2,259,102.5,204.33,303.12,254.28,153.27,228.65
260,2,260,102.52,204.6,304.58,253.28,153.4,228.87
261,2,261,102.59,204.59,305.6,252.67,153.53,229
262,2,262,102.74,204.11,306.46,251.87,153.63,228.93
263,2,263,102.68,203.9,305.91,250.84,153.66,228.49
264,2,264,102.78,204.19,306.33,251.81,154.05,228.98
265,2,265,102.96,204.61,306.7,252.43,154.58,229.48
266,2,266,103.01,204.88,305.7,252.94,154.79,229.49
267,2,267,103,204.96,304.77,253.89,155.18,229.6
268,2,268,103.04,205.17,305.55,253.44,155.4,229.78
269,2,269,103.26,205.9,305.48,253.37,155.44,229.96
270,2,270,103.18,205.3,306.15,253.31,155.03,229.87
271,2,271,103.11,205.71,305.7,252.03,154.77,229.47
272,2,272,103.06,204.98,305.33,251.92,154.69,229.16
273,2,273,103.16,205.28,305.66,251.42,155.31,229.37
274,2,274,103.02,204.66,305.67,250.5,155.48,229.04
275,2,275,103.11,205.32,305.77,250.66,155.31,229.22
276,2,276,103.09,205.56,305.13,251.83,154.83,229.31
277,2,277,103.02,205.94,305.38,251.27,154.92,229.35
278,2,278,103.01,206.25,305.69,250.98,155.14,229.48
279,2,279,103.02,206.29,306.91,249.9,154.95,229.48
280,2,280,102.99,206.03,305.86,250.08,155.22,229.28
281,2,281,102.95,205.67,306.25,250.82,154.79,229.36
282,2,282,102.77,205.5,306.57,250.56,154.5,229.27
283,2,283,102.8,205.53,307.39,250.89,154.16,229.47
284,2,284,102.72,205.32,306.83,250.67,154.4,229.28
285,2,285,102.97,205.74,307.63,251.31,154.31,229.72
286,2,286,102.99,205.68,307.58,251.24,154.09,229.63
287,2,287,103.03,205.31,306.58,251.91,154.77,229.62
288,2,288,103.15,205.36,307.34,251.76,155.12,229.89
289,2,289,103.11,205.45,307.29,251.49,154.69,229.72
290,2,290,103.15,205.57,307.94,251.78,154.77,229.99
291,2,291,103.16,205.82,307.79,251.67,154.84,230.02
292,2,292,103.09,205.97,307.48,251.71,155.35,230.1
293,2,293,103.17,206.19,307.44,252.72,155.31,230.4
294,2,294,103.13,205.95,307.91,252.21,155.59,230.4
295,2,295,103.05,205.7,308.13,252.57,156.01,230.58
296,2,296,103.04,205.48,307.53,252.61,155.94,230.37
297,2,297,103.07,205.31,307.09,253.06,156.01,230.35
298,2,298,103.19,205.86,307.57,253.18,156.01,230.65
299,2,299,103.08,205.62,307.78,253.34,156,230.68
300,2,300,103.11,205.94,307.14,253.9,156.24,230.79
301,2,301,103.11,206.09,307.51,253.7,156.63,230.98
302,2,302,103.14,205.68,307.95,253.56,156.61,230.94
303,2,303,103.05,205.53,309.84,254.49,156.29,231.54
304,2,304,103.08,205.63,309.93,254.29,156.26,231.53
305,2,305,102.97,205.34,310.1,253.26,155.7,231.09
306,2,306,102.93,204.99,310.89,252.75,155.31,230.97
307,2,307,102.96,205.16,311.16,252.8,154.76,230.95
308,2,308,103.01,205.9,310.77,253.32,154.78,231.17
309,2,309,102.99,205.88,310.69,253.43,154.42,231.07
310,2,310,103.09,206.26,309.92,253.34,154.29,230.93
311,2,311,103.18,206.56,309.7,253.8,154.61,231.14
312,2,312,103.37,206.63,310.61,253.96,155.32,231.6
313,2,313,103.2,205.89,311.52,254.54,155.49,231.83
314,2,314,103.19,205.96,311.25,254.03,155.91,231.77
315,2,315,103.16,205.98,310.57,255.05,155.73,231.81
316,2,316,103.25,205.76,310.34,255.11,155.96,231.76
317,2,317,103.21,205.7,311.4,256.3,155.67,232.23
318,2,318,103.14,205.41,311.88,257.17,155.85,232.54
319,2,319,103.02,205.09,311.21,257.83,156.82,232.7
320,2,320,102.98,205.2,310.31,257.85,156.85,232.51
321,2,321,102.97,205.02,308.97,258.46,156.5,232.21
322,2,322,102.99,205.21,309.68,258.72,156.35,232.46
323,2,323,102.97,204.79,310.12,258.5,155.92,232.3
324,2,324,102.92,204.72,310.02,258.55,155.71,232.21
325,2,325,102.87,204.48,309.14,258.82,155.55,231.96
326,2,326,102.86,204.89,308.96,259.01,155.53,232.07
327,2,327,102.96,205.32,309.53,259.65,154.77,232.28
328,2,328,102.85,205.45,310.28,260.18,154.47,232.55
329,2,329,102.9,205.32,309.91,260.21,154.38,232.42
330,2,330,102.83,205.11,310.09,260.48,153.87,232.35
331,2,331,103.1,205.85,310.17,260.57,153.86,232.58
332,2,332,103.09,205.72,310.81,260.42,154.28,232.79
333,2,333,103.23,206.23,310.65,258.55,154.31,232.41
334,2,334,103.4,206.78,311.71,258.2,154.36,232.73
335,2,335,103.4,206.92,311.59,258.36,154.76,232.88
336,2,336,103.44,207.25,311.53,258.41,154.25,232.84
337,2,337,103.38,206.75,311.41,259.84,154.55,233.11
338,2,338,103.47,207.11,311.56,259.19,154.89,233.18
339,2,339,103.42,207.49,312.17,258.47,155.24,233.32
340,2,340,103.37,207.59,312.32,257.45,155.14,233.11
341,2,341,103.44,207.96,312.76,258.56,155.51,233.69
342,2,342,103.36,207.84,313.06,259.51,155.81,234.03
343,2,343,103.34,207.49,312.3,258.78,155.79,233.56
344,2,344,103.36,207.33,312.57,258.55,156.04,233.6
345,2,345,103.39,207.32,313.7,258.48,156.53,234
346,2,346,103.3,207.26,313.52,259.06,156.42,234.06
347,2,347,103.34,207.4,313.91,258.94,156.54,234.2
348,2,348,103.37,207.33,314.36,258.86,156.63,234.3
349,2,349,103.45,207.41,313.05,258.58,156.62,233.92
350,2,350,103.61,207.54,313.04,258.61,156.37,233.89
351,2,351,103.66,207.54,313.05,259.47,156.19,234.05
352,2,352,103.54,207.38,311.9,258.97,156.5,233.69
353,2,353,103.38,206.62,312.32,258.68,156.26,233.45
354,2,354,103.33,206.73,311.53,257.95,156.14,233.07
355,2,355,103.38,206.49,310.41,258.7,156.16,232.91
356,2,356,103.36,206.08,309.65,258.92,156.23,232.69
357,2,357,103.21,205.54,310.95,259.06,155.88,232.83
358,2,358,103.16,205.2,310.54,258.99,155.76,232.59
359,2,359,103.17,204.78,310.36,258.79,156.11,232.49
360,2,360,103.25,204.77,310.23,257.56,156.08,232.16
361,2,361,103.32,205.36,311.2,258.11,155.9,232.63
362,2,362,103.2,204.55,310.99,257.85,155.74,232.27
363,2,363,103.18,204.59,310.26,258.83,155.72,232.36
364,2,364,103.28,204.73,309.86,258.35,155.69,232.19
365,2,365,103.16,204.46,309.46,258,155.48,231.88
366,2,366,103.32,204.57,309.38,258.74,155.27,232.03
367,2,367,103.42,204.59,309.68,258.19,155.25,231.96
368,2,368,103.36,204.6,309.9,258.9,155.53,232.26
369,2,369,103.4,204.69,310.3,258.96,155.7,232.43
370,2,370,103.4,204.79,309.97,259.16,155.85,232.46
371,2,371,103.41,204.27,310.06,259.05,155.42,232.22
372,2,372,103.4,204.28,309.61,259.22,155.59,232.21
373,2,373,103.48,204.63,309.19,260.42,155.39,232.44
374,2,374,103.52,204.78,308.33,260.93,155.48,232.4
375,2,375,103.54,204.91,309.39,260.98,155.33,232.67
376,2,376,103.49,204.98,309.98,261.64,155.45,233.02
377,2,377,103.5,204.98,309.77,261.63,155.23,232.91
378,2,378,103.49,205.07,309.18,261.83,155.42,232.88
379,2,379,103.56,205.52,309.39,261.72,155.14,232.96
380,2,380,103.45,205.74,308.31,262.01,155.22,232.85
381,2,381,103.3,206.01,307.54,262.28,154.96,232.72
382,2,382,103.4,205.98,307.51,263.23,154.9,232.94
383,2,383,103.3,205.29,306.71,262.56,154.28,232.22
384,2,384,103.38,205.76,307.77,262.18,154.05,232.44
385,2,385,103.46,205.79,308.98,262.45,154.02,232.8
386,2,386,103.36,205.32,309.48,262.95,153.71,232.87
387,2,387,103.35,205.68,309.11,262.51,153.89,232.8
388,2,388,103.41,206.2,309.05,262.32,153.81,232.83
389,2,389,103.56,206.43,309.52,262.52,153.99,233.12
390,2,390,103.63,206.68,310,262.07,154.29,233.26
0,3,0,104.19,208.26,306.45,263.34,150.85,232.22
1,3,1,103.99,207.72,306.83,262.94,150.41,231.97
2,3,2,104.06,207.84,306.37,261.93,150.29,231.61
3,3,3,104.15,208.11,306.91,262.53,150.43,232
4,3,4,104.19,208.31,306.75,262.32,150.58,231.99
5,3,5,104.35,208.41,305.32,262.33,150.45,231.63
6,3,6,104.18,208.17,306.31,261.52,150.19,231.55
7,3,7,104.14,208.58,306.13,262.28,150.5,231.87
8,3,8,104.18,208.67,305.55,262.99,150.39,231.9
9,3,9,104.17,208.55,305.14,262.54,150.46,231.67
10,3,10,104.09,208.14,304.81,263.07,150.72,231.69
11,3,11,104.25,208.86,304.1,261.76,150.48,231.31
12,3,12,104.09,208.65,304.75,261.85,150.04,231.33
13,3,13,103.96,208.47,304.85,261.9,150.04,231.32
14,3,14,103.81,208.52,305.62,262.76,149.99,231.73
15,3,15,103.79,209.12,305.18,262.22,149.96,231.63
16,3,16,103.72,208.73,304.84,263.21,150.39,231.79
17,3,17,103.66,208.8,304.09,263.94,149.92,231.7
18,3,18,103.61,208.64,305.48,262.5,149.88,231.63
19,3,19,103.63,208.7,304.78,262.21,149.8,231.38
20,3,20,103.7,208.95,304.8,260.54,149.92,231.06
21,3,21,103.64,208.73,304.53,260.24,150.17,230.94
22,3,22,103.57,208.67,304.41,259.91,150.3,230.84
23,3,23,103.41,208.48,304,260.44,150.2,230.8
24,3,24,103.42,208.77,303.83,260.96,150.25,230.96
25,3,25,103.44,208.89,303.72,259.91,150.11,230.67
26,3,26,103.44,208.82,304.16,259.89,150.72,230.91
27,3,27,103.54,209.23,305.95,259.05,151.03,231.31
28,3,28,103.5,208.81,305.63,259.17,151.12,231.16
29,3,29,103.44,208.59,305.34,260.47,151.1,231.35
30,3,30,103.41,208.89,306.32,259.84,150.98,231.48
31,3,31,103.44,208.84,306.55,259.52,151.12,231.47
32,3,32,103.3,208.32,307.09,258.79,150.95,231.25
33,3,33,103.39,208.87,306.55,259.43,150.62,231.34
34,3,34,103.29,208.67,306.49,259.6,151.32,231.49
35,3,35,103.29,209.27,307.63,259.55,151.31,231.92
36,3,36,103.3,209.25,308.1,259.82,151.14,232.05
37,3,37,103.23,209.08,306.73,260.13,150.84,231.67
38,3,38,103.07,208.31,307.75,259.38,151,231.59
39,3,39,102.91,208.09,306.73,259.8,150.9,231.35
40,3,40,102.98,207.86,306.23,259.07,150.59,230.91
41,3,41,102.93,207.36,306.11,259.83,151.12,231.09
42,3,42,103.06,207.32,306.07,260.95,150.72,231.27
43,3,43,103.1,206.94,305.51,260.56,150.37,230.85
44,3,44,103.15,207.22,305.86,260.09,150.61,230.95
45,3,45,103.13,206.97,306.18,258.06,150.09,230.32
46,3,46,103.13,206.9,306.9,257.92,150.06,230.44
47,3,47,103.23,206.65,306.42,257.42,150.34,230.22
48,3,48,103.18,206.29,306.14,256.17,149.9,229.63
49,3,49,103.07,206.05,306.17,256.19,149.98,229.6
50,3,50,102.94,206.05,306.46,257.18,150.46,230.05
51,3,51,102.88,205.6,305.63,256.35,150.82,229.61
52,3,52,102.77,205.07,304.83,256.51,150.49,229.23
53,3,53,102.76,205.06,305.25,256.99,150.48,229.45
54,3,54,102.89,205.1,305.86,257.48,150.5,229.75
55,3,55,102.89,205.16,305.68,257.32,150.25,229.6
56,3,56,102.93,204.99,305.91,257.02,150.46,229.6
57,3,57,103.02,205.44,306.34,255.79,150.23,229.44
58,3,58,103,205.51,306.28,255.12,150.18,229.27
59,3,59,103,205.61,306.2,254.66,150.25,229.18
60,3,60,103.23,205.94,306.02,254.16,150.09,229.06
61,3,61,103.18,205.91,305.4,254.51,150.2,229.01
62,3,62,103.11,205.36,305.71,254.91,150.74,229.19
63,3,63,103.09,205.48,304.11,254.6,150.77,228.74
64,3,64,102.97,205.17,305.27,254.68,150.91,229.02
65,3,65,102.95,205.05,305.35,254.55,151.24,229.06
66,3,66,102.96,205.22,304.55,254.17,150.83,228.7
67,3,67,102.94,205.11,304.46,253.49,150.73,228.46
68,3,68,102.77,204.85,305.92,253.06,151.12,228.74
69,3,69,102.82,204.68,306.35,252.47,150.98,228.63
70,3,70,102.84,204.69,306.73,252.38,150.78,228.65
71,3,71,102.81,204.59,308,251.76,150.84,228.81
72,3,72,102.82,203.99,309.11,251.36,151.15,228.92
73,3,73,102.85,203.55,309.69,251.86,150.79,229
74,3,74,102.75,203.35,308.62,252.11,150.29,228.62
75,3,75,102.77,203.2,308.94,250.86,150.64,228.44
76,3,76,102.68,202.97,309.19,250.73,150.64,228.41
77,3,77,102.59,202.95,308.97,252.29,151.04,228.83
78,3,78,102.58,202.49,308.67,251.45,151.4,228.53
79,3,79,102.69,203.03,308.63,251.3,151.16,228.55
80,3,80,102.71,203.55,308.63,251.16,151.28,228.68
81,3,81,102.81,203.89,308.26,250.54,151.81,228.66
82,3,82,103.02,204.43,307.47,250.81,151.69,228.63
83,3,83,103.13,204.5,308.2,251.38,151.58,228.95
84,3,84,103.02,204.44,308.46,251.85,152.02,229.21
85,3,85,103.1,204.82,308.36,251.79,151.99,229.26
86,3,86,103.14,204.76,309.3,251.53,152.71,229.59
87,3,87,103.08,204.64,308.71,253.04,152.73,229.8
88,3,88,103.08,204.58,309.75,253.04,152.63,230.01
89,3,89,103.14,204.79,310.12,253.49,152.6,230.25
90,3,90,103.27,205.16,310.04,253.02,152.61,230.22
91,3,91,103.26,205.69,309.74,252.36,152.5,230.07
92,3,92,103.38,205.91,310.21,251.97,152.52,230.15
93,3,93,103.52,206.47,310.65,253.04,152.9,230.77
94,3,94,103.49,206.45,310.56,253.45,152.99,230.87
95,3,95,103.4,206.49,309.98,253.04,153.33,230.73
96,3,96,103.43,206.33,309.63,254.63,153.15,230.94
97,3,97,103.51,206.42,308.95,255.32,153.5,231.06
98,3,98,103.48,206.29,307.44,255.47,154.1,230.84
99,3,99,103.41,206.3,308.82,256.04,153.86,231.27
100,3,100,103.38,206.44,309.01,256.53,154.01,231.5
101,3,101,103.32,206.11,309.6,257.42,153.95,231.78
102,3,102,103.37,206.19,309.3,258.09,154.01,231.91
103,3,103,103.39,206,309.34,257.66,153.37,231.61
104,3,104,103.43,206.12,310.97,257.57,153.67,232.1
105,3,105,103.44,206.02,309.3,258.78,153.62,231.95
106,3,106,103.29,205.52,309.66,258.85,153.83,231.99
107,3,107,103.29,205.55,310.02,258.22,153.54,231.85
108,3,108,103.31,205.94,310.35,258.2,153.4,231.99
109,3,109,103.26,205.81,309.95,257.78,153.24,231.72
110,3,110,103.27,205.67,311.06,256.91,153.07,231.7
111,3,111,103.28,205.82,311.95,257.19,152.96,232
112,3,112,103.24,206.09,311.39,256.51,152.86,231.72
113,3,113,103.3,206.44,311.94,257,152.87,232.07
114,3,114,103.38,206.08,311.58,257.88,153.42,232.24
115,3,115,103.41,206.49,311.05,257.55,153.92,232.25
116,3,116,103.31,206.2,310.47,258.16,153.36,232.06
